max_table_score,mean_table_score,median_table_score
5,1.770001,1
5,1.800001,1
5,1.800001,1
5,1.810001,1.5
5,1.810001,1.5
5,1.810001,1.5
5,1.810001,1.5
5,1.810001,1.5
5,1.820001,2
5,1.830001,2
5,1.840001,2
5,1.850001,2
5,1.850001,2
5,1.850001,2
5,1.850001,2
5,1.850001,2
5,1.860001,2
5,1.880001,2
5,1.900001,2
5,1.940001,2
5,1.960001,2
5,1.960001,2
5,1.960001,2
5,1.960001,2
5,1.960001,2
5,2.010001,2
5,2.010001,2
5,2.010001,2
5,2.010001,2
5,2.020001,2
5,2.020001,2
5,2.020001,2
5,2.020001,2
5,2.020001,2
5,2.030001,2
5,2.030001,2
5,2.050001,2
5,2.050001,2
5,2.070001,2
5,2.070001,2
5,2.070001,2
5,2.070001,2
5,2.080001,2
5,2.090001,2
5,2.110001,2
5,2.110001,2
5,2.120001,2
5,2.120001,2
5,2.130001,2
5,2.150001,2
5,2.160001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.180001,2
5,2.200001,2
5,2.200001,2
5,2.200001,2
5,2.210001,2
5,2.210001,2
5,2.210001,2
5,2.210001,2
5,2.240001,2
5,2.240001,2
5,2.240001,2
5,2.270001,2
5,2.270001,2
5,2.270001,2
5,2.270001,2
5,2.270001,2
5,2.270001,2
5,2.280001,2
5,2.280001,2
5,2.280001,2
5,2.280001,2
5,2.290001,2
5,2.300001,2
5,2.300001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.320001,2
5,2.330001,2
5,2.360001,2
5,2.380001,2
5,2.380001,2
5,2.380001,2
5,2.390001,2
5,2.390001,2
5,2.400001,2
5,2.410001,2
5,2.410001,2
5,2.410001,2
5,2.410001,2
5,2.420001,2
5,2.420001,2
5,2.420001,2
5,2.430001,2
5,2.430001,2
5,2.440001,2
5,2.440001,2
5,2.440001,2
5,2.440001,2
5,2.440001,2
5,2.460001,2
5,2.460001,2
5,2.460001,2
5,2.460001,2
5,2.460001,2
5,2.460001,2
5,2.490001,2
5,2.490001,2
5,2.490001,2
5,2.490001,2
5,2.490001,2
5,2.490001,2
5,2.490001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.500001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.520001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.550001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.570001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.580001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.610001,2
5,2.630001,2
5,2.630001,2
5,2.630001,2
5,2.630001,2
5,2.630001,2
5,2.630001,2
5,2.650001,2
5,2.650001,2
5,2.650001,2
5,2.650001,2
5,2.670001,2
5,2.670001,2
5,2.670001,2
5,2.670001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.680001,2
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.700001,2.5
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.710001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.760001,3
5,2.770001,3
5,2.800001,3
5,2.800001,3
5,2.800001,3
5,2.800001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.810001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.840001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.850001,3
5,2.860001,3
5,2.860001,3
5,2.860001,3
5,2.860001,3
5,2.870001,3
5,2.890001,3
5,2.890001,3
5,2.890001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.900001,3
5,2.910001,3
5,2.910001,3
5,2.930001,3
7,2.980001,3
7,2.980001,3
7,2.980001,3
7,2.980001,3
7,2.980001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,2.990001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.000001,3
7,3.010001,3
7,3.010001,3
7,3.010001,3
7,3.040001,3
7,3.040001,3
7,3.050001,3
7,3.050001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.060001,3
7,3.070001,3
7,3.070001,3
7,3.070001,3
7,3.070001,3
7,3.080001,3
7,3.080001,3
7,3.080001,3
7,3.080001,3
7,3.100001,3
7,3.100001,3
7,3.100001,3
7,3.100001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.110001,3
7,3.120001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.150001,3
7,3.170001,3
7,3.170001,3
7,3.170001,3
7,3.180001,3
7,3.180001,3
7,3.180001,3
7,3.180001,3
7,3.180001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.240001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.250001,3
7,3.260001,3
7,3.260001,3
7,3.260001,3
7,3.260001,3
7,3.280001,3
7,3.280001,3
7,3.280001,3
7,3.280001,3
7,3.280001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.290001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.310001,3
7,3.320001,3
7,3.320001,3
7,3.320001,3
7,3.320001,3
7,3.320001,3
7,3.340001,3
7,3.350001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.360001,3
7,3.370001,3
7,3.370001,3
7,3.370001,3
7,3.370001,3
7,3.370001,3
7,3.370001,3
7,3.380001,3
7,3.400001,3
7,3.400001,3
7,3.400001,3
7,3.400001,3
7,3.410001,3
7,3.410001,3
7,3.410001,3
7,3.410001,3
7,3.420001,3
7,3.420001,3
7,3.420001,3
7,3.420001,3
7,3.420001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.440001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.450001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.470001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.490001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.500001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.510001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.520001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.530001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.540001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.550001,3
7,3.570001,3
7,3.570001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
7,3.590001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.640001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.650001,3
8,3.660001,3
8,3.660001,3
8,3.660001,3
8,3.660001,3
8,3.660001,3
8,3.660001,3
8,3.660001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.670001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.680001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.710001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.720001,3
8,3.730001,3.5
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.740001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.760001,4
8,3.800001,4
8,3.800001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.810001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.820001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.840001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.870001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.880001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.890001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.920001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.930001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.950001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
8,3.990001,4
