max_table_score,mean_table_score,median_table_score
6,0.7470001,0.6
6,0.7470001,0.6
6,0.7540001,0.6
6,0.7830001,0.7
6,0.7870001,0.7
6,0.7870001,0.7
6,0.7870001,0.7
6,0.7870001,0.7
6,0.7870001,0.7
6,0.7950001,0.7
6,0.7950001,0.7
6,0.8280002,0.7
6,0.8350002,0.7
6,0.8350002,0.7
6,0.8470003,0.7
6,0.8540003,0.75
6,0.8720003,0.8
6,0.8790004,0.8
6,0.8790004,0.8
6,0.8840004,0.8
6,0.8840004,0.8
6,0.8840004,0.8
6,0.8880003,0.8
6,0.9150003,0.8
6,0.9190003,0.8
6,0.9260002,0.8
6,0.9390002,0.8
6,0.9410002,0.8
6,0.9410002,0.8
6,0.9430001,0.8
6,0.9430001,0.8
6,0.946,0.8
6,0.947,0.8
6,0.959,0.8
6,0.959,0.8
6,0.962,0.8
6,0.984,0.9
6,1.001,0.9
6,1.001,0.9
6,1.002,0.9
6,1.002,0.9
6,1.002,0.9
6,1.002,0.9
6,1.004,0.9
6,1.009,0.9
6,1.009,0.9
6,1.009,0.9
6,1.012,0.9
6,1.012,0.9
6,1.012,0.9
6,1.012,0.9
6,1.017,0.9
6,1.017,0.9
6,1.017,0.9
6,1.017,0.9
6,1.017,0.9
6,1.046,0.9
6,1.051,0.9
6,1.058,0.9
6,1.058,0.9
6,1.062,0.9
6,1.062,0.9
6,1.062,0.9
6,1.062,0.9
6,1.062,0.9
6,1.063,0.9
6,1.063,0.9
6,1.088,0.9
6,1.103,0.9
6,1.103,0.9
6,1.109,0.9
6,1.113,0.9
6,1.127,0.9
6,1.127,0.9
6,1.128,0.9
6,1.131,0.9
6,1.131,0.9
6,1.131,0.9
6,1.131,0.9
6,1.131,0.9
6,1.135,0.9
6,1.163,0.95
6,1.167,1
6,1.168,1
6,1.168,1
6,1.168,1
6,1.168,1
6,1.172,1
6,1.172,1
6,1.173,1
6,1.186,1
6,1.186,1
6,1.186,1
6,1.186,1
6,1.186,1
6,1.186,1
6,1.199,1
6,1.2,1
6,1.2,1
6,1.2,1
6,1.215,1
6,1.215,1
6,1.215,1
6,1.228,1
6,1.228,1
6,1.228,1
6,1.228,1
6,1.228,1
6,1.23,1
6,1.23,1
6,1.23,1
6,1.23,1
6,1.23,1
6,1.23,1
6,1.233,1
6,1.233,1
6,1.233,1
6,1.233,1
6,1.233,1
6,1.233,1
6,1.234,1
6,1.236,1
6,1.249,1
6,1.263001,1
6,1.264001,1
6,1.264001,1
6,1.264001,1
6,1.264001,1
6,1.264001,1
6,1.265001,1
6,1.267001,1
6,1.267001,1
6,1.269001,1
6,1.269001,1
6,1.282001,1
6,1.282001,1
6,1.282001,1
6,1.282001,1
6,1.282001,1
6,1.285001,1
6,1.285001,1
6,1.285001,1
6,1.287001,1
6,1.287001,1
6,1.287001,1
6,1.294001,1
6,1.296,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.298,1
6,1.299,1
6,1.299,1
6,1.3,1
6,1.301,1
6,1.301,1
6,1.301,1
6,1.301,1
6,1.302,1
6,1.302,1
6,1.302,1
6,1.334,1
6,1.334,1
6,1.336,1
6,1.336,1
6,1.336,1
6,1.338,1
6,1.342,1
6,1.363,1
6,1.363,1
6,1.363,1
6,1.364,1
6,1.364,1
6,1.364,1
6,1.376,1
6,1.387,1
6,1.387,1
6,1.387,1
6,1.398,1
6,1.398,1
6,1.398,1
6,1.399,1
6,1.4,1
6,1.4,1
6,1.401,1
6,1.402001,1
6,1.402001,1
6,1.402001,1
6,1.402001,1
6,1.402001,1
6,1.402001,1
6,1.402001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.403001,1
6,1.404001,1
6,1.404001,1
6,1.404001,1
6,1.415001,1
6,1.415001,1
6,1.415001,1
6,1.415001,1
6,1.415001,1
6,1.416001,1
6,1.416001,1
6,1.416001,1
6,1.417001,1
6,1.418001,1
6,1.418001,1
6,1.418001,1
6,1.418001,1
6,1.418001,1
6,1.418001,1
6,1.419001,1
6,1.419001,1
6,1.419001,1
6,1.430001,1
6,1.430001,1
6,1.451001,1
6,1.452001,1
6,1.452001,1
6,1.452001,1
6,1.452001,1
6,1.452001,1
6,1.452001,1
6,1.453001,1
6,1.454001,1
6,1.455001,1
6,1.455001,1
6,1.455001,1
6,1.455001,1
6,1.455001,1
6,1.456001,1
6,1.456001,1
6,1.456001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.457001,1
6,1.458002,1
6,1.479002,1
6,1.479002,1
6,1.479002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.480002,1
6,1.490002,1
6,1.490002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.500002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.530002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.540002,1
6,1.550002,1
6,1.550002,1
6,1.550002,1
6,1.550002,1
6,1.550002,1
6,1.550002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.570002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.590002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.610002,1
6,1.650002,1
6,1.650002,1
6,1.650002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.660002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.670002,1
6,1.690002,1
6,1.690002,1
6,1.690002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.720002,1
6,1.730002,1
6,1.730002,1
6,1.730002,1
6,1.740002,1.5
6,1.740002,1.5
6,1.740002,1.5
6,1.740002,1.5
6,1.740002,1.5
6,1.760002,2
6,1.760002,2
6,1.760002,2
6,1.760002,2
6,1.760002,2
6,1.770002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.780002,2
6,1.790002,2
6,1.790002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.800002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.820002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.840002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.850002,2
6,1.870002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.880002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.890002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.910002,2
6,1.920002,2
6,1.920002,2
6,1.920002,2
6,1.920002,2
6,1.920002,2
6,1.920002,2
6,1.920002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.940002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.950002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.960002,2
6,1.970002,2
6,1.970002,2
6,1.970002,2
6,1.970002,2
6,1.970002,2
6,1.970002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.000002,2
6,2.030002,2
6,2.030002,2
6,2.050002,2
6,2.050002,2
6,2.050002,2
6,2.050002,2
6,2.050002,2
6,2.070002,2
6,2.070002,2
6,2.070002,2
6,2.070002,2
6,2.070002,2
6,2.070002,2
6,2.070002,2
6,2.080002,2
6,2.080002,2
6,2.080002,2
6,2.080002,2
6,2.090002,2
6,2.100002,2
6,2.100002,2
6,2.100002,2
6,2.100002,2
6,2.100002,2
6,2.100002,2
6,2.130002,2
6,2.130002,2
6,2.130002,2
6,2.130002,2
6,2.130002,2
6,2.130002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.140002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.150002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.160002,2
6,2.170002,2
6,2.170002,2
6,2.170002,2
6,2.170002,2
6,2.170002,2
6,2.170002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.180002,2
6,2.190002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.200002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.210002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.220002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.250002,2
6,2.280002,2
6,2.280002,2
6,2.280002,2
6,2.280002,2
6,2.280002,2
6,2.280002,2
6,2.280002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.300002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.310002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.330002,2
6,2.340002,2
6,2.340002,2
6,2.340002,2
6,2.340002,2
6,2.340002,2
6,2.340002,2
6,2.350002,2
6,2.350002,2
6,2.350002,2
6,2.350002,2
6,2.350002,2
6,2.350002,2
6,2.350002,2
6,2.360002,2
6,2.360002,2
6,2.360002,2
6,2.390002,2
6,2.390002,2
6,2.390002,2
6,2.390002,2
6,2.390002,2
6,2.390002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.400002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.410002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.420002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.430002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.440002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.450002,2
6,2.460002,2
6,2.460002,2
6,2.460002,2
6,2.460002,2
6,2.460002,2
6,2.460002,2
6,2.460002,2
6,2.470002,2
6,2.470002,2
6,2.470002,2
6,2.470002,2
6,2.470002,2
6,2.470002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.480002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.490002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.500002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.510002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.520002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.530002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.550002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.560002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.570002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.580002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
6,2.590002,2
